Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,dataset_family
32.0,6,114.1,182.11637408872429,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12921.0,66.0,2962.0,1292.1,963.3707547518304,1292.1,0.0055064916610717,10.0,928083.2111111112,BENIGN,
32.0,6,130.8,512.5819106163002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9348.0,66.0,1514.0,934.8,747.7439847077787,934.8,0.001960802078247,10.0,559121.0666666668,BENIGN,
32.0,6,63.2,96.19455854393004,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18611.0,66.0,7791.0,1861.1,2268.8768856467777,1861.1,0.014999508857727,10.0,5147802.322222222,BENIGN,
32.0,6,114.0,202.0737800089612,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13782.0,66.0,7306.0,1378.2,2200.854066543764,1378.2,0.0049489021301269,10.0,4843758.622222223,BENIGN,
28.8,6,57.2,140.93053105522236,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,20053.0,60.0,6343.0,2005.3,2039.7164318164969,2005.3,0.0072382926940917,10.0,4160443.1222222215,BENIGN,
30.4,6,99.5,91.2066940948272,0.0,0.1,0.0,0.2,0.9,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,22972.0,66.0,12135.0,2297.2,3761.457040385636,2297.2,0.0116414070129394,10.0,14148559.066666665,BENIGN,
24.0,6,93.3,98.82600203104052,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,6767.0,60.0,1514.0,676.7,722.5513515007467,676.7,0.0107989072799682,10.0,522080.4555555557,BENIGN,
28.8,6,208.8,812.1570753620944,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,654.0,60.0,66.0,65.4,1.8973665961010275,65.4,0.0012315034866333,10.0,3.6,BENIGN,
29.6,6,116.5,2630.152379757948,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12408.0,66.0,2962.0,1240.8,893.954112667734,1240.8,0.0004007101058959,10.0,799153.9555555556,BENIGN,
26.4,6,83.1,124.65425365926146,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,11066.0,98.0,1514.0,1106.6,656.5458772156665,1106.6,0.0096421003341674,10.0,431052.488888889,BENIGN,
24.0,6,106.9,78.02688514099259,0.0,0.2,0.0,0.1,0.5,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1097.0,66.0,230.0,109.7,56.77254813923911,109.7,0.0128164052963256,10.0,3223.1222222222223,BENIGN,
16.0,6,75.8,54.537775789791226,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.9,0.9,1042.0,60.0,230.0,104.2,57.3600712846295,104.2,0.0212420940399169,10.0,3290.177777777777,BENIGN,
18.4,6,99.1,49.51333127141113,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1292.0,60.0,230.0,129.2,73.20716419100584,129.2,0.0227680921554565,10.0,5359.288888888888,BENIGN,
26.0,6,83.8,80.44481183914505,0.2,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1047.0,66.0,214.0,104.7,57.014715449415135,104.7,0.0143237829208374,10.0,3250.677777777777,BENIGN,
24.8,6,70.0,120.73657212436636,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,6866.0,60.0,1514.0,686.6,717.267221240917,686.6,0.0083965063095092,10.0,514472.2666666666,BENIGN,
27.2,6,196.6,371.6641264665225,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,820.0,62.0,230.0,82.0,52.01709120834976,82.0,0.0026906013488769,10.0,2705.777777777778,BENIGN,
32.0,6,182.2,593.7912679087151,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9394.0,66.0,2962.0,939.4,1395.798791612411,939.4,0.0017394065856933,10.0,1948254.2666666664,BENIGN,
17.6,17,133.6,367.889132532234,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,5151.0,60.0,2962.0,515.1,967.1518839699722,515.1,0.0034414052963256,10.0,935382.7666666668,BENIGN,
26.4,6,135.5,94.96207678827754,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,771.0,60.0,156.0,77.1,29.868043123043734,77.1,0.0107065200805664,10.0,892.1,BENIGN,
24.8,6,148.0,122.39460498939265,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1001.0,66.0,284.0,100.1,70.20517549772714,100.1,0.0082061052322387,10.0,4928.766666666666,BENIGN,
29.6,6,57.4,264.0683984537316,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,16582.0,60.0,2962.0,1658.2,1069.423292142909,1658.2,0.0040457010269165,10.0,1143666.1777777777,BENIGN,
12.8,17,49.6,73.1005347071659,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.3,0.0,0.0,0.7,0.7,870.0,60.0,218.0,87.0,54.7418182623364,87.0,0.0137374877929687,10.0,2996.6666666666665,BENIGN,
29.6,6,62.3,479.7328148232872,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1122.0,60.0,534.0,112.2,148.2174078844992,112.2,0.0028121948242187,10.0,21968.400000000005,BENIGN,
32.8,6,146.1,965.7174433597348,0.0,0.1,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9356.0,66.0,2962.0,935.6,1220.430816465144,935.6,0.0010596990585327,10.0,1489451.377777778,BENIGN,
16.0,6,35.7,112.66984540582648,0.0,0.1,0.0,0.1,0.4,0.0,0.0,4.0,1.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.7,0.7,1256.0,60.0,336.0,125.6,96.92173245574092,125.6,0.0096698999404907,10.0,9393.82222222222,BENIGN,
29.6,6,234.3,186.088476572032,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,824.0,66.0,230.0,82.4,51.86135362676143,82.4,0.0054229974746704,10.0,2689.6000000000004,BENIGN,
32.0,6,142.6,4875.396954550738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11828.0,66.0,2858.0,1182.8,1441.7826003481478,1182.8,0.0002138137817382,10.0,2078737.0666666664,BENIGN,
12.8,17,67.6,79.19160184276112,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,788.0,60.0,156.0,78.8,30.286777459625657,78.8,0.0130856037139892,10.0,917.2888888888888,BENIGN,
29.6,6,64.0,2392.370522473192,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,16582.0,60.0,2962.0,1658.2,823.2447725649738,1658.2,0.0004286050796508,10.0,677731.9555555555,BENIGN,
25.6,6,90.7,120.72649400440962,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,5610.0,60.0,2866.0,561.0,1000.1431008721812,561.0,0.0086158037185668,10.0,1000286.2222222222,BENIGN,
32.0,6,232.0,1547.2568983325957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0006464004516601,10.0,0.0,BENIGN,
26.0,6,157.4,91.85606317767407,0.1,0.0,0.0,0.6,0.8,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3111.0,66.0,1092.0,311.1,327.18002180247294,311.1,0.0109108924865722,10.0,107046.76666666668,BENIGN,
27.2,6,80.7,88.46652267818574,0.1,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,13439.0,66.0,4410.0,1343.9,1464.1272295959957,1343.9,0.0115925073623657,10.0,2143668.5444444446,BENIGN,
29.6,6,217.1,1369.0769029899466,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,870.0,66.0,230.0,87.0,52.28341568370946,87.0,0.0007305145263671,10.0,2733.555555555556,BENIGN,
32.0,6,181.2,81.59854635157981,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1010.0,66.0,326.0,101.0,83.96427811873333,101.0,0.0125585079193115,10.0,7050.0,BENIGN,
12.8,17,97.7,56.25339822883039,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1463.0,60.0,427.0,146.3,110.776100511096,146.3,0.0214643955230712,10.0,12271.344444444445,BENIGN,
21.6,6,87.2,96.22700033954612,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,8559.0,60.0,1693.0,855.9,734.5224374456584,855.9,0.0124092817306518,10.0,539523.2111111111,BENIGN,
29.6,6,94.3,74.8145201711655,0.2,0.0,0.0,0.4,0.9,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1187.0,66.0,230.0,118.7,60.32513756488436,118.7,0.0139847040176391,10.0,3639.1222222222223,BENIGN,
32.0,6,97.6,636.861173112255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692.0,66.0,2962.0,1369.2,821.9517152620476,1369.2,0.0022541999816894,10.0,675604.6222222223,BENIGN,
24.8,6,61.0,91.40784908555187,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1721.0,66.0,345.0,172.1,123.4408990389958,172.1,0.0119034767150878,10.0,15237.655555555555,BENIGN,
32.0,6,197.2,100.30908456059962,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750.0,66.0,156.0,75.0,28.46049894151541,75.0,0.0099692821502685,10.0,810.0,BENIGN,
23.2,6,69.5,57.33220882502095,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,9590.0,60.0,2962.0,959.0,1203.126390331087,959.0,0.0188637971878051,10.0,1447513.111111111,BENIGN,
29.6,6,82.3,89.50540856022825,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,25909.0,66.0,12135.0,2590.9,3614.406865432956,2590.9,0.0114086866378784,10.0,13063936.98888889,BENIGN,
30.8,6,62.4,117.37079374851338,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16672.0,60.0,5858.0,1667.2,1725.2156580168942,1667.2,0.0091037034988403,10.0,2976369.066666665,BENIGN,
23.2,6,140.9,79.8192873114801,0.0,0.1,0.0,0.4,0.7,0.0,0.0,7.0,1.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,923.0,60.0,175.0,92.3,39.86379588326007,92.3,0.0127202987670898,10.0,1589.1222222222225,BENIGN,
32.0,6,164.2,133.33155316504386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900.0,66.0,2962.0,790.0,1023.8906191581208,790.0,0.0075232982635498,10.0,1048352.0,BENIGN,
27.2,6,80.4,112.07614426152412,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9598.0,62.0,2962.0,959.8,989.9416144399628,959.8,0.0093256950378417,10.0,979984.4,BENIGN,
32.0,6,131.2,721.5013847556465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2108.0,66.0,1514.0,210.8,457.8978051923813,210.8,0.0018639087677001,10.0,209670.4,BENIGN,
22.4,6,64.0,189.7497330848157,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,9899.0,60.0,2962.0,989.9,1048.0536934930597,989.9,0.0052814006805419,10.0,1098416.5444444444,BENIGN,
32.0,6,63.2,165.4368533777201,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28774.0,66.0,7306.0,2877.4,2818.543721695853,2877.4,0.0089237928390502,10.0,7944188.71111111,BENIGN,
30.8,6,82.6,458.9456176824598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10790.0,60.0,1514.0,1079.0,700.4184463590319,1079.0,0.0029553174972534,10.0,490586.0,BENIGN,
26.4,6,75.5,30.10117683195517,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3995.0,60.0,2962.0,399.5,902.2161911402142,399.5,0.0352994918823242,10.0,813994.0555555555,BENIGN,
29.6,6,62.1,232.1103689479422,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12020.0,60.0,2962.0,1202.0,898.956926418366,1202.0,0.0045324802398681,10.0,808123.5555555555,BENIGN,
24.4,6,66.6,269.8759458485613,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,1678.0,60.0,718.0,167.8,201.99108891235767,167.8,0.0037317991256713,10.0,40800.4,BENIGN,
30.8,6,66.7,788.3289164552203,0.1,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,654.0,60.0,66.0,65.4,1.8973665961010275,65.4,0.0040601968765258,10.0,3.599999999999999,BENIGN,
24.4,6,56.4,28.852610579899565,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,1002.0,60.0,156.0,100.2,48.08742039244775,100.2,0.0364636898040771,10.0,2312.4,BENIGN,
32.0,6,231.0,922.7579530954372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0100739955902099,10.0,0.0,BENIGN,
21.6,6,145.9,249.8810857183709,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,763.0,60.0,193.0,76.3,41.11244742572903,76.3,0.0040455102920532,10.0,1690.2333333333331,BENIGN,
44.4,6,93.5,14706.535764375876,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10556.0,86.0,2858.0,1055.6,1137.5923112726575,1055.6,8.161067962646485e-05,10.0,1294116.2666666668,BENIGN,
32.0,6,53.0,3918.445440956652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32516.0,1514.0,4410.0,3251.6,1142.197803457099,3251.6,0.0002554178237915,10.0,1304615.8222222226,BENIGN,
32.0,6,213.9,1884.6569310267355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.00053071975708,10.0,0.0,BENIGN,
24.8,6,134.6,43.005005608496205,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,2422.0,66.0,1172.0,242.2,333.8016044166221,242.2,0.0232532024383544,10.0,111423.51111111107,BENIGN,
29.6,6,111.6,112.7864902656771,0.1,0.0,0.0,0.3,0.9,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,811.0,60.0,156.0,81.1,32.49769222575659,81.1,0.0093932151794433,10.0,1056.1000000000004,BENIGN,
22.4,6,70.5,54.79749000220794,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1461.0,66.0,441.0,146.1,128.87069316006472,146.1,0.0182492017745971,10.0,16607.655555555553,BENIGN,
32.0,6,231.0,31254.12816691505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,3.221035003662109e-05,10.0,0.0,BENIGN,
32.0,6,64.0,156.3329643337694,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17163.0,156.0,2962.0,1716.3,807.1585346138638,1716.3,0.0088634967803955,10.0,651504.9,BENIGN,
26.0,6,109.0,73.19519047868349,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1176.0,60.0,230.0,117.6,52.81245644311156,117.6,0.0157428979873657,10.0,2789.155555555555,BENIGN,
26.4,6,159.8,125.59187694445193,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,2340.0,60.0,1514.0,234.0,452.7083927749616,234.0,0.0079623937606811,10.0,204944.88888888888,BENIGN,
28.8,6,72.5,74.45131194507262,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,973.0,60.0,156.0,97.3,41.18265546454128,97.3,0.0144126176834106,10.0,1696.0111111111114,BENIGN,
32.0,6,181.6,1212.8575559539645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004.0,66.0,1514.0,500.4,699.4504509494102,500.4,0.0013938188552856,10.0,489230.93333333335,BENIGN,
30.8,6,164.4,198.3966699777683,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1042.0,60.0,364.0,104.2,95.654238449393,104.2,0.0050823926925659,10.0,9149.733333333335,BENIGN,
32.0,6,131.2,506.5339838655137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244.0,66.0,2962.0,1224.4,1142.197803457099,1224.4,0.0027234077453613,10.0,1304615.8222222226,BENIGN,
27.2,6,83.1,973.1563805104408,0.1,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,1.0,0.0,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9380.0,66.0,1494.0,938.0,719.0413370901873,938.0,0.0011159896850585,10.0,517020.4444444445,BENIGN,
23.2,6,86.6,28.801830438595225,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,1167.0,60.0,230.0,116.7,65.78593230234628,116.7,0.0367856979370117,10.0,4327.788888888888,BENIGN,
32.0,6,97.4,1348.8242860818111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244.0,66.0,1514.0,1224.4,610.5304069231752,1224.4,0.0007515907287597,10.0,372747.37777777785,BENIGN,
32.0,6,114.0,1038.01420545945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10796.0,66.0,2962.0,1079.6,977.3255115648806,1079.6,0.000973892211914,10.0,955165.1555555556,BENIGN,
