Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label
279278748635462491609709169030615220444371953148,2,1,1,0.0,0.7662414775174361,ack_flag_number > 0.95
837148820430552964350024515657176049236210822581,2,1,1,0.0,0.6713885200474107,AVG > 216.4
985521245487824745037099104251507828209310611423,2,1,1,0.009091866003526223,0.5563148945541649,Rate <= 10256.96
421810167286508725908152788207505037850485167188,2,1,1,0.007341912054945923,0.6178725653848256,Tot sum <= 15205.0
1434014076214317828935633160096098169519529924231,2,1,1,0.007600677175162058,0.6549604581572507,Time_To_Live <= 158.55
805220564124955600797736809356531748257259736745,2,1,1,0.007859442295378192,0.7022379191795594,psh_flag_number <= 0.22
1272649707028492453534506069803621213969054135506,2,1,1,0.011697060603668324,0.6121033900618836,Time_To_Live > 63.43
369881654893140381416228384718218743524158348019,2,1,1,0.011955825723884459,0.6418927748523612,Max > 1512.0
350163972690850470090105637270036798825466227248,2,1,1,0.012214590844100594,0.6780133283870459,Tot size > 63.55
265164409785125000337025115981884796686465554463,7,3,4,0.004407778742664667,1.701798658842992,Tot sum > 5965.5
108816870880086561133628790988784737831150212659,2,1,1,0.00012280378586528425,0.002445372971752085,Std > 124.64
138261212437244355443558943885623470980555004436,2,1,1,7.894529091339702e-05,0.0016302486478347235,Header_Length <= 7.18
814746951838240332608886231201515917226116142391,2,1,1,2.6315096971132338e-05,0.0008151243239173618,AVG > 74.74
989488082182082875042633887578890713818719295651,3,1,2,0.00020174907677868127,0.0038299857721098246,Std <= 626.26
1458069876979971502522853390778048609769483190189,2,1,1,3.5086795961509786e-05,0.000939040797957629,Std <= 585.28
612649706603416837611305011066426657549645347859,2,1,1,0.0009955878354078402,0.0009443138394061512,AVG > 515.7
1398596639925280509074546129649157066313129858562,2,1,1,6.140189293264212e-05,0.0019519041761945665,Std > 585.28
80548824216953943797182989301716843687711845884,2,1,1,4.385849495188723e-06,0.0009759520880972832,Number > 18.0
861787560656561436082810504550992117758191350423,2,1,1,0.0,0.5830857470225642,Tot size <= 138.05
1424688532515866046171614830311112795329768338746,3,1,2,0.00035525380911028656,0.006241962814687936,Protocol Type > 11.5
1192984920266809387410797841281899793702001594780,2,1,1,0.00014911888283641658,0.0030886840284717713,Min > 77.0
960712946849304431979344770075945334255366423260,2,1,1,8.333114040858574e-05,0.0020591226856478476,Tot sum > 1337.0
150513471142592898771949335311264544562595106682,2,1,1,8.771698990377447e-06,0.0010295613428239238,Rate > 1388.34
1441998074012024563725737147226929701163051738616,8,4,4,0.016938150750418848,0.8708287111668815,Number > 55.0
1102463209797783125282733392579005370720404020145,2,1,1,4.3858494951887234e-05,0.0010317584434274745,fin_count > 0.5
232471171496965278670239735263264724812388216587,2,1,1,0.0025744936536757804,0.7499151678068225,Tot size <= 92.6
341229906854321590164057706723530186765515835426,2,1,1,0.0,0.6158567748176801,Min <= 786.0
612539620358672076897566158135546820227928190589,2,1,1,0.0014473303334122786,0.768180262945309,Min > 57.5
1106208575857103525639177361189982018872780416326,2,1,1,0.0017060954536284134,0.8257761023803993,Tot sum > 639.0
880098917183594222002260548128829020659899940427,2,1,1,0.0,0.5734353803293059,IAT <= 0.04
281377077607284898538664687494022656661413605293,2,1,1,0.0,0.0010383497452381271,Variance <= 92557.64
960204804290866912202461537498692335600870319897,2,1,1,0.002727998386007386,0.0031176857564386424,Tot sum > 35794.0
844911967272613826591924016364646972616501644298,2,1,1,0.0013771567414892591,0.0020784571709590947,Max <= 8369.0
1191548126855183117026812200425042075474859640510,2,1,1,1.7543397980754893e-05,0.0010392285854795473,ack_flag_number <= 1.0
975524105111316058055353624768463829073713361696,2,1,1,8.333114040858574e-05,0.002102185857477444,Min <= 77.0
1283991082173772016518065909568524892283508500682,2,1,1,1.3157548485566169e-05,0.001051092928738722,HTTPS <= 0.0
973560185652923633558202018993356923804493848003,2,1,1,8.771698990377447e-06,0.0021786449584810133,ack_flag_number > 0.59
515726689223306649845658265472094983740505059862,2,1,1,8.771698990377447e-06,0.0010893224792405066,AVG <= 593.51
666179399781949004947332462038171845488893058518,3,1,2,0.005403366578072507,0.010464350754591942,AVG <= 515.7
1201839425245329478570475159940823220330920583566,2,1,1,0.0013596133435085042,0.0022137985681378266,UDP > 0.97
741153011582869714873084406512034323273068316360,2,1,1,8.771698990377447e-06,0.0011068992840689133,Rate > 3145.84
1283157300508050323013809171883556607780373106600,3,1,2,0.0038946343517275864,1.057117881293133,Time_To_Live > 61.78
67205272051125165186951376074651752795823479906,2,1,1,0.0002105207757690587,0.00449614667510644,Std > 4.43
977723732207961979164288775723787702930984386820,2,1,1,0.00015789058182679404,0.0033721100063298297,Variance > 19.97
710636389650206056198304914971118465150447953773,2,1,1,9.648868889415192e-05,0.00224807333755322,Max > 195.5
1143980720523680101460713612878190184461508651473,2,1,1,2.6315096971132338e-05,0.00112403666877661,Number > 62.0
818077061849896056661990455555440447663154144039,4,2,2,0.006403340262975536,0.6458155708834677,Protocol Type <= 11.5
1287212664407640669162129149148787634517421767935,1,0,1,0.0,0.0023772628530420088,psh_flag_number > 0.1
1216656226668550951453257253303810218334859091054,2,1,1,4.385849495188723e-06,0.0011886314265210044,ack_count > 12.5
1178346501042903603685888066771216345446795210129,2,1,1,0.0057893213336491145,0.5959984373291903,UDP > 0.75
1049308223139374455056156438453340037531020795440,2,1,1,0.0060480864538652495,0.6172368354036404,Tot sum > 609.5
783867881833598900577405146546009793642425438522,2,1,1,0.0063068515740813845,0.6454173896846154,Max <= 1274.0
1443938865280111957689155697521086135929227929716,2,1,1,0.0019867898213204917,0.0023895666164218936,Tot sum > 1377.0
297935284819783291026583786906335024192044226889,2,1,1,0.0006359481768023649,0.0011947833082109468,psh_flag_number <= 0.06
662564091846865226614315628924945971397979328296,2,1,1,0.009394489618694246,0.6909950783710769,Rate <= 3182.08
695308908941315970274590391232864677644860852080,2,1,1,0.009653254738910379,0.7171452482051138,Header_Length > 28.2
576098142795445991198676559136888773589592364687,3,2,1,0.012832995622922205,0.7514972793014296,Number <= 12.0
900447062492459457955238210065352270538849298598,2,1,1,0.0,0.5823664141350905,Variance <= 534782.66
1209939404480133779835797991547514822344758955278,2,1,1,0.001315754848556617,0.7173672181251878,Header_Length <= 28.2
464462760819080325052423935384869207843731932912,2,1,1,0.0,0.0012725606695766466,Rate <= 214.21
1300558834465352034371393236901202719107082230798,2,1,1,0.0,0.0012905768945257637,TCP <= 0.3
1419168125538624078599657756977532058827999042450,3,2,1,0.0,0.003273240479170042,ARP > 0.0
1341094497353571418319768081553120496649707545523,3,1,2,0.0018025841425225652,2.0059118795658324,Header_Length <= 21.18
1138053261661479461510748557912526932048895916681,2,1,1,4.3858494951887234e-05,0.006633046722119986,Max > 655.5
365011058872607914143006638605133985106246786905,2,1,1,5.2630193942264676e-05,0.005306437377695989,UDP <= 0.59
390617425911578969969008717168999866776748399131,2,1,1,5.2630193942264676e-05,0.003979828033271992,Max > 1505.0
1077132718344370919309779171468850985364783821703,2,1,1,4.3858494951887234e-05,0.0026532186888479944,ack_flag_number <= 0.63
729934659361728954644399723536945985335308612549,2,1,1,2.6315096971132338e-05,0.0013266093444239972,Time_To_Live <= 87.6
1181363647866021518916616016321270404391676421869,3,1,2,0.0117847775935721,1.012980359591503,Number > 27.5
1284953019999077639689787687065846909638350406130,2,1,1,0.0,0.597040783598744,Tot size <= 1541.55
1443408784530807454011493104434508352261197687017,2,1,1,0.0,0.6800815201513112,psh_flag_number <= 0.26
1318493838278240466377205066012770314744188920263,2,0,2,0.0,2.1003897827427176,Rate > 1355.55
1148374734560588385688644899927068439511312820095,2,1,1,3.070094646632106e-05,0.009670758016589377,ack_count > 3.5
750715658610681918071823783281475990499573374711,2,1,1,5.2630193942264676e-05,0.00828922115707661,Header_Length <= 24.74
1062534171911505039908694785573498526808904210827,2,1,1,6.578774242783085e-05,0.0069076842975638415,Tot sum > 5878.0
36624958289464548099323262086305134770053121598,2,1,1,7.017359192301957e-05,0.005526147438051073,Time_To_Live <= 78.17
86878835192610735389778643883234450463265321706,2,1,1,6.578774242783085e-05,0.004144610578538305,Tot size <= 985.99
1342518191469937762923262513380857591886183571049,2,1,1,5.2630193942264676e-05,0.0027630737190255366,Std <= 667.95
166894311956269608002512327041411332076577752833,2,1,1,3.070094646632106e-05,0.0013815368595127683,Variance <= 372531.17
506523410093399856950676228462350948269604701352,2,1,1,3.947264545669851e-05,0.6044658652680511,Rate <= 240.87
640622367002324962573331379986077387627350883759,2,1,1,0.0,0.809624179993189,Header_Length > 9.8
1107962566984981584164276445501195726979424753061,2,1,1,0.004013052288097682,0.6199528050837704,UDP <= 0.85
1241045048677361136577950123348728108935815268443,2,1,1,0.004271817408313817,0.6306829834955627,Tot size <= 266.5
879266922460690374232116611985104141275645924147,2,1,1,0.004530582528529951,0.6442007248127571,AVG > 64.35
556092270317629925150923924076204117359349390275,2,1,1,0.004789347648746086,0.6617985847899225,AVG <= 458.2
548457630762247645813412579056652155648214399551,2,1,1,0.0,0.001404386705789697,HTTPS <= 0.55
444791086211730916272239923741044123035707850091,2,1,1,0.0030525512486513514,0.5277346942085922,Time_To_Live <= 221.25
536612352203444219941520255017816880726320196521,2,1,1,0.004692858959851934,0.750967076182832,Rate <= 3729.12
1109891862553880570870087005248412160592323073197,2,1,1,0.0049516240800680685,0.7764880974664118,fin_flag_number <= 0.15
750231297996923997242439424236313561011736078496,2,1,1,0.0013420699455277494,0.8590671258450628,Max > 1511.0
787587498094420844059893172129906091894471566758,2,1,1,0.001600835065743884,0.9224088770817908,Tot sum > 3520.0
851172426444758081805882780132578406878799820184,2,1,1,0.0013420699455277494,0.8649935851869518,AVG > 499.45
480444894448734478336407594292655332020214443346,2,1,1,0.001600835065743884,0.9260451651511913,Time_To_Live > 62.25
1011208414435707529345775831254676804108612927017,2,1,1,0.00267975404156031,0.7262723020399879,AVG <= 2074.3
1422048007536021465387005774963801659724276283989,2,1,1,0.002938519161776445,0.7422521312923791,Number <= 18.0
280541201996830105921788891544189229414914893639,2,1,1,0.0031972842819925794,0.7611696331797986,Variance > 396943.52
722324590764736192333694774638005755189324671827,2,1,1,0.0027016832890362536,0.004686415587373942,Tot sum > 35426.0
125996128077238319553760239803857056277001115420,2,1,1,0.0013596133435085042,0.0031242770582492947,Std <= 1985.01
355249126926666873204661139437831492057184788591,2,1,1,8.771698990377447e-06,0.0015621385291246473,Std <= 1032.24
54740740771356227275522432144612129784905455487,2,1,1,0.0013420699455277494,0.8730788345416677,ack_flag_number > 0.39
890119504645636842306548231927299309037545655088,2,1,1,0.001600835065743884,0.9312017078434784,Variance <= 574705.44
208684570419164485895332832501367733238966769160,3,1,2,0.010653228423813409,0.861126585922599,Header_Length <= 11.88
833309946493601400073896666621678595832587445315,2,1,1,0.0055086269659570366,0.7226250232909447,UDP > 0.58
253073028212269479547431695579629254221260745352,4,2,2,0.011881266282466251,0.7412404169039583,UDP <= 1.0
842479784107547652941848003352668766054772120007,2,1,1,0.012047928563283423,0.7459044461237643,Std <= 222.26
1327206516476610967058765188076591807606724495915,2,1,1,0.012306693683499558,0.7674890481953773,DNS <= 0.09
525033459985603071059454004586368716056114286579,5,3,2,0.01260493144917239,0.9274983685475273,Min > 57.0
283764534524763299334854818536642510251537977387,2,1,1,0.0,0.0016153083637305775,Std <= 12.13
460799070582671976303251392029561228530909168980,2,1,1,0.0002105207757690587,0.7938243707392659,Std <= 755.98
288962697968753331165993254338939671802058239314,2,1,1,0.002820101225406349,0.005416731827994241,Tot sum <= 14232.0
794821667500053655150969924307629105748926585447,2,1,1,0.0014385586344219012,0.0036111545519961607,Std <= 605.79
1115682839386467005613863071740969176767863781991,2,1,1,4.824434444707596e-05,0.0018055772759980803,Std <= 250.07
169785108169009958364060615379062928148012989424,3,1,2,0.004056910783049569,0.8583441877318284,UDP <= 0.58
1172358098904527448374252329916237069637277488586,2,1,1,0.0016052209152390728,0.8890813445473,Std <= 90.03
1324371470327791779098880434634111243200462776602,5,2,3,0.01051726708946256,1.1659137158955384,ack_count <= 0.5
1404068155286408143823987806082408094255316813901,3,1,2,0.013389998508811172,0.8733859357169576,HTTPS <= 0.11
1109307915479772492230693105897794416028184701012,3,1,2,0.00036841135759585274,0.035476891039619915,IPv > 0.81
936475851095496409784000222401091129542592958474,2,1,1,0.0002631509697113234,0.009894129911283713,Max > 803.5
904090736423641079283040975160202066293997915027,2,1,1,0.00023683587274019106,0.007340806063210498,Variance > 322767.88
266740630840317329171528273647945793974448548576,2,1,1,0.035301702586774036,1.3357700062748499,Variance <= 396943.52
297711530331782528804436213478149167029893383186,2,1,1,0.035560467706990166,1.4096748602339295,HTTPS <= 0.2
494358679614839600690720791797676443032204335761,2,1,1,0.0358192328272063,1.5042058211381375,Header_Length <= 22.1
1245406723190135219943199717374607889961516359156,11,5,6,0.004359534398217591,0.07592688267703375,Number > 11.0
178770328222626990939801532630396996345334714737,3,1,2,0.0,1.0132645059920289,Rate > 869.07
1216489113853753915604628974778656984209918368728,3,1,2,0.0052103892002842035,0.8214683311727693,Std <= 4.43
1312315897727878441378115642902215916781317521321,2,1,1,0.0013596133435085042,0.004260617490405789,Std > 90.03
1036018034959656270570200180854457735414304275681,2,1,1,1.3157548485566169e-05,0.0021303087452028946,Number > 21.5
1220766635983168857953194327455980387076212473266,2,1,1,0.0,0.002202813065120072,syn_flag_number > 0.0
1305131285784390864871095629393467166513977487406,2,1,1,4.385849495188723e-06,0.013300587923715721,AVG > 599.41
22296661685532604903372749796856100047246562640,2,1,1,4.385849495188723e-06,0.0023157440361425857,Tot sum > 15003.0
1264051081729598176640443974598654340820920494284,2,1,1,1.7543397980754893e-05,0.0023249718586774992,Tot sum > 14232.0
1134478022427460238394908820842039118972553949667,2,1,1,0.0013552274940133156,0.004676308924597608,Header_Length <= 7.98
704445618733285572103051451627920443491295653839,2,1,1,4.385849495188723e-06,0.002338154462298804,Tot sum > 8559.0
69835040025580699091582929884945651255745658196,2,1,1,0.0013596133435085042,0.004762435268256801,UDP <= 0.97
1231497703296121074389186347585707657251325382494,2,1,1,8.771698990377447e-06,0.0023812176341284005,Variance <= 1.03
870159635553521972749932994033067496367964670111,2,1,1,0.004793733498241274,0.8108200242348065,Time_To_Live > 63.45
1389102515941023894885110939789391197150731644612,2,1,1,0.0013596133435085042,0.8807682649949563,TCP > 0.35
1264576668640158638805959450082356730802328390639,2,1,1,0.001618378463724639,0.8757687924516047,Time_To_Live > 49.1
240432388360939171694781277912371607478304293723,6,3,3,0.0027630851819688954,0.017565379905268255,Number > 11.5
737627493677955186747450508205653664810130445388,2,1,1,1.3157548485566169e-05,0.0026611282510207775,Variance > 0.02
112463115052154748847798171851360218469121395129,3,1,2,0.0,1.0197675457352624,AVG <= 351.81
875227399290715743426157651645940707655825087528,2,1,1,0.0,0.00269320591983262,Tot sum > 4822.0
1300458713484834160074531523305281587195861463124,3,1,2,0.03712183012727736,1.3501252020607295,IPv > 0.91
1336780167325142884822165751392515518789351968738,2,1,1,0.0,0.0027863629854231755,Number > 12.0
1114833483885943008202034496725391059621261810548,3,1,2,0.0055700288588896784,1.0572169905015127,Min > 56.5
738953110610944697101327621849696099931041673481,2,1,1,0.003105181442593616,1.0259474131304993,AVG > 63.44
1083310673319171210273031182674634355098045505686,2,1,1,0.0013420699455277494,0.9095766453434887,Max > 366.5
351719838132079246673137711173414664727990693919,2,1,1,0.001600835065743884,0.8924904076109034,IPv <= 1.0
837350019345797083069017098769523350833973862102,5,1,4,0.020152978430392182,1.3618500665740227,ack_count <= 1.5
1125215929017646742599533041742513381208535861229,3,1,2,6.578774242783085e-05,0.01308834800541271,AVG <= 666.06
672089498321413807234755498364571982777300352386,2,1,1,8.771698990377447e-06,0.0030996695314895253,Tot sum > 6001.0
398067670434286439144393088615206949933423905258,2,1,1,0.0013508416445181268,0.006502538946269067,Tot sum > 26071.0
1425606424558845704740871636399088910678962814226,2,1,1,4.385849495188723e-06,0.0032512694731345335,HTTP <= 0.82
382345008508603652571712327509459978290105352764,2,1,1,0.005341964685139865,1.1223481042724308,Tot sum <= 26071.0
1352074734128349562991805735276868127964782893615,2,1,1,0.005600729805355999,1.1124711894675199,Max <= 348.5
979397025342863323356478228877266284941962490764,2,1,1,0.005859494925572134,1.1001435375340525,Time_To_Live <= 82.45
4733137617653653137346715796607230065035179847,2,1,1,0.006118260045788269,1.0841896699646163,Variance <= 226.36
38673335061015056733573013660808876998242654472,2,1,1,0.0063770251660044035,1.0623133183507578,Tot size > 59.4
1097156266083003217765660851225381067026127401895,2,1,1,0.0040525249335543806,0.01344098265228262,Tot size <= 60.3
508378631910284752768636948485529392594149440251,2,1,1,0.0027148408375218197,0.010080736989211964,ARP <= 0.5
566849091796878587518410566640157536089374762223,2,1,1,0.0013683850424988818,0.00672049132614131,Time_To_Live > 62.85
271839452148162645987794639296699827389962211028,2,1,1,1.3157548485566169e-05,0.003360245663070655,Rate > 57.68
626798074334538041087755234039547347804107580426,2,1,1,0.004219187214371552,1.1380494361054416,Rate > 2316.01
756957845169559430742632189045135816707713446262,2,1,1,0.004477952334587687,1.1138696467542804,Time_To_Live > 57.54
538235646755901345835904878641492979084045547010,2,1,1,0.004736717454803821,1.080595191527889,AVG <= 74.75
935368900367045303396006419119921256298114482995,2,1,1,0.005201617501293825,0.0635303723570045,Time_To_Live > 62.6
300055835468973060813722108799277211115350246183,5,2,3,0.009105023552011789,1.5369917065697973,ARP <= 0.1
304606219433483058770762637031152124132977238040,2,1,1,0.00018420567879792637,0.9833245873621882,Variance > 16.85
137751422963072178856572769601519995868130997864,2,1,1,0.004013052288097682,0.7677756896253823,AVG > 351.81
1040394420510017096978360746695810674736693702812,2,1,1,0.004271817408313817,0.7302162742132403,AVG <= 1500.4
300234240866567870082078429145520800165132986697,2,1,1,0.004530582528529951,0.6877472260135129,Header_Length <= 14.32
1373053892578028125128591584518814844029720207924,2,1,1,0.004789347648746086,0.6389903714368483,Tot sum > 21652.5
905819544296855301716224989833827187799626155007,2,1,1,0.0,0.924216254760839,Time_To_Live <= 147.4
847468502583258508188253642404047919662167770598,2,1,1,0.0,1.0172866531784468,Header_Length > 11.88
178139137722496541699672926315921293167370554290,2,0,2,0.0,1.8696736154723341,TCP <= 0.1
1423415856153973161933223645538645235042800027787,4,2,2,0.003201670131487768,1.0858986803260773,Time_To_Live > 61.2
1040372781549012606548812053849029482609610337871,2,1,1,0.004504267431558818,0.8698286066821381,Time_To_Live <= 72.19
1439385643897364330281901333148065384887505356139,2,1,1,0.005605115654851188,1.6253753923801617,Tot size <= 956.8
605895374886568556987868220590857892600523236732,2,1,1,0.0,1.218885757962403,Time_To_Live > 59.27
674875779900185601645763417904528668138102711132,2,1,1,0.0,0.06722219711949437,AVG <= 63.4
387940528080874977707499700504446456900649032785,5,3,2,0.0055086269659570366,0.07174555122374145,ack_flag_number <= 0.06
1196499593581690841409680359289011637174721238561,2,1,1,0.0013727708919940703,0.06963738925262233,AVG <= 63.44
1349307035499388204217202247120362139938524449735,2,1,1,6.140189293264212e-05,0.06809952136149824,Header_Length <= 20.9
146383932459656317567181771630520457828204116692,2,1,1,0.0,0.005851757747497308,Variance <= 0.02
624235337273177539161176326505068371443306109387,6,2,4,0.001127163320263502,1.7492998937157653,ack_flag_number <= 0.1
402906162017670122506265404551317967736573309216,2,1,1,0.0015876775172583178,1.2894054677645523,Tot size <= 721.5
327053324170183204674031350746307237115263611826,2,0,2,0.0,0.028968991167878183,Tot size <= 62.99
908330053850651092074876839164236996542219951709,4,2,2,0.0013903142899748253,0.01786638268795472,Number > 12.5
232461901136382909872665715972494107355194419282,2,1,1,0.0,0.0066783069945531345,LLC > 0.94
490288992419340851103471347159887135086874719483,2,1,1,4.385849495188723e-06,0.0066791858347945545,Number > 16.0
13143449079645779264213200188640174150642751292,2,1,1,0.0006841925212494409,1.4647247261965977,Variance <= 11647.6
997539355458254244571212073762646371745047622010,2,1,1,0.0022937992859837024,1.2879077090996875,Rate <= 181063.55
1205794517085955892190441569471599920599031313020,2,1,1,0.00010526038788452935,0.025911505967976835,Std <= 124.64
991077255200765236987696860251901756883563763549,2,1,1,4.824434444707596e-05,0.016560865509324812,Max <= 803.5
539654624076749484069434299544952645435113656225,2,1,1,4.385849495188723e-06,0.008280432754662406,Telnet <= 0.0
609582868919628906943679261492406568140299245150,2,1,1,0.0014210152364411463,0.039906670629161756,Rate > 1147.0
35369181419355985234419995978796054021066819216,2,1,1,7.017359192301957e-05,0.03006490494892934,Tot sum > 5965.0
1039268936451367663632860312739660554909116889619,2,1,1,0.0017718831960562443,1.9205310896422891,ack_count <= 3.5
960372219117936199562012985646945759096300274550,2,1,1,5.2630193942264676e-05,0.10645912243296057,Rate > 669.21
151086482158745331853352841239232195217218750964,2,1,1,5.2630193942264676e-05,0.09307165696642693,Tot size <= 970.98
915934335915084089623335188256102403558618268605,2,1,1,0.0,0.00939304450030055,LLC > 0.86
381769665212252081230293747969820041211648327914,2,1,1,0.0,0.00962505832403552,Rate > 91.99
372642444799816041694164114553795421613254901355,2,1,1,0.0,0.009679985839124293,AVG <= 599.41
303296443544764722051227217830864928274730168707,1,0,1,0.0,2.2618038474028612,Rate > 1319.67
1004306843730028786066540523215282685019378287335,2,1,1,7.455944141820829e-05,2.8306591130061354,ack_flag_number <= 0.59
732492459352802983988368572173578474720121195817,2,1,1,0.00019736322728349255,1.3335976096678792,Tot size <= 958.05
787048127316270964323692211227440410420141584501,2,1,1,0.0003157811636535881,0.1094047818383176,Variance <= 398961.84
671949503053795505998684551190780352504710539557,2,1,1,0.00034209626062472044,0.09547341539872176,Time_To_Live <= 95.87
622649677702198916039220330632367821676274328979,2,1,1,0.0003596396586054753,0.07999360394669942,DNS <= 0.17
368136863819188400110657394857539294709760590896,2,1,1,0.00036841135759585274,0.06156795871625629,Min > 48.0
728908325170040173788032888167898809472915493865,1,0,1,0.0,1.964334571739464,Header_Length <= 20.38
1442802046963895858168922464185347323032452229067,1,0,1,0.0,2.6048136895897063,Time_To_Live <= 69.8
667429767284158547254199917470297407896432065842,2,1,1,0.0,0.011879283543278683,IRC <= 0.0
