Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,label
28.0,6,104.3,43.963376989555,0.2,0.1,0.0,0.2,0.9,0.0,0.0,9,1,2,0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,952,60,317,95.2,78.41173381580082,95.2,0.0227463960647583,10,6148.400000000001,Benign
43.2,6,173.8,1029.453893920428,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9370,94,1500,937.0,725.5411773290335,937.0,0.0010226964950561,10,526410.0,Spoofing
19.8,6,65.06666666666666,24331.26172290438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.9833333333333332,0.0166666666666666,0.0,0.0,0.0,0.0,1.0,1.0,3626,60,86,60.43333333333333,3.356585566713095,60.43333333333333,4.109938939412435e-05,60,11.26666666666667,DoS/DDoS
0.16,1,62.72,1545.1194488957651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.96,0.0,0.98,0.98,89183,60,1514,891.83,591.5178055159661,891.83,0.0006471991539001,100,349893.3142424242,DoS/DDoS
0.8,47,61.79,614.27732449916,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1,0,1,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.05,0.0,0.0,0.95,0.95,51866,54,578,518.66,163.91253025854184,518.66,0.0016285896301269,100,26867.317575757395,DoS/DDoS
27.2,6,161.5,99.56497484944084,0.0,0.1,0.0,0.4,0.7,0.0,0.0,7,1,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3291,54,1494,329.1,476.661177124567,329.1,0.0145261049270629,10,227205.87777777785,Spoofing
2.8,1,62.06,474.82220929153146,0.02,0.01,0.0,0.02,0.08,0.0,0.0,8,1,2,0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.03,0.87,0.0,0.97,0.97,81377,60,1514,813.77,596.2800483502749,813.77,0.0021060609817504,100,355549.8960606062,DoS/DDoS
20.0,6,64.0,8764.976072555535,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001140999794006,100,0.0,DoS/DDoS
24.0,6,181.3,70.31606406110382,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1342,60,388,134.2,101.59811896771404,134.2,0.0153143882751464,10,10322.177777777775,Reconnaissance
4.6,17,63.36,1244.3089008808024,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2,0,0,0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.48,0.0,0.01,0.01,0.0,0.99,0.99,87978,60,1514,879.78,592.0810001233541,879.78,0.0008036684989929,100,350559.9107070712,DoS/DDoS
8.0,17,64.0,25739.822031297943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.885030746459961e-05,100,0.0,DoS/DDoS
8.0,17,64.0,8979.840712511776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0001113700866699,100,0.0,DoS/DDoS
16.0,6,113.5,24.85435420398648,0.0,0.2,0.0,0.0,0.3,0.0,0.0,3,2,0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,977,60,230,97.7,65.45914756548545,97.7,0.0454452991485595,10,4284.900000000001,Reconnaissance
0.0,1,64.0,40094.67546123698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.495050430297852e-05,100,0.0,DoS/DDoS
8.0,17,64.0,152.48299505211455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.009582495689392,10,0.0,Benign
21.2,6,169.4,71.74987555018791,0.0,0.2,0.0,0.2,0.7,0.0,0.0,7,2,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,811,60,156,81.1,39.70012594438461,81.1,0.0139868974685668,10,1576.1,Benign
0.32,1,64.0,32671.0079451628,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.0,1.0,1.0,6523,60,583,65.23,52.299999999999976,65.23,3.0620098114013674e-05,100,2735.2899999999977,DoS/DDoS
25.6,6,168.4,134.54753090776111,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,648,60,66,64.8,2.5298221281347035,64.8,0.0076986074447631,10,6.4,Benign
22.4,6,54.2,250.01812112541725,0.0,0.6,0.4,0.0,0.4,0.0,0.0,4,6,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0049669981002807,10,0.0,Reconnaissance
8.0,17,65.91,1659.6119147858567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54927,81,554,549.27,47.29999999999991,549.27,0.0006075000762939,100,2237.289999999992,DoS/DDoS
22.8,6,83.7,53.36549790192351,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,1072,60,317,107.2,90.1502449617674,107.2,0.0212370157241821,10,8127.0666666666675,Reconnaissance
20.0,6,64.0,31714.964083175804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.153085708618164e-05,100,0.0,DoS/DDoS
8.0,17,64.0,55275.48761201898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8100738525390625e-05,100,0.0,DoS/DDoS
0.08,47,61.91,663.9887411882225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.97,0.97,55718,50,578,557.18,102.514288730593,557.18,0.0015078997611999,100,10509.179393939388,DoS/DDoS
32.8,6,60.7,62.71284413683387,0.1,0.1,0.0,0.3,1.0,0.0,0.0,10,1,1,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1149,66,317,114.9,86.18642584537312,114.9,0.0161309957504272,10,7428.099999999999,Benign
20.4,6,194.3,204.43166365289105,0.0,0.1,0.9,0.0,0.8,0.0,0.0,8,1,0,9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0050836086273193,10,0.0,Reconnaissance
10.12,6,65.03,2363.3876148081367,0.01,0.0,0.0,0.0,0.5,0.0,0.0,50,0,1,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92638,60,1514,926.38,580.503904753744,926.38,0.0004481816291809,100,336984.7834343438,DoS/DDoS
30.8,6,166.2,182.618297079364,0.1,0.0,0.0,0.4,1.0,0.0,0.0,10,0,1,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1069,66,317,106.9,80.09917463855527,106.9,0.0055426120758056,10,6415.877777777776,Benign
22.4,6,62.1,308.23245833210854,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,7982,60,1474,798.2,701.6890416068296,798.2,0.0062997102737426,10,492367.5111111112,Benign
20.0,6,62.4,43.20287915916028,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,8782,66,2962,878.2,1202.4720648175853,878.2,0.0246690988540649,10,1445939.066666667,Benign
10.12,6,63.36,1784.3470418316947,0.0,0.0,0.0,0.01,0.5,0.0,0.0,50,0,0,0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92800,60,1514,928.0,578.300470640855,928.0,0.0005666995048522,100,334431.43434343435,DoS/DDoS
7.8,17,76.13,1682.5943933631795,0.0,0.0,0.0,0.06,0.14,0.0,0.0,14,0,0,0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.43,0.0,0.0,0.0,0.0,1.0,1.0,91762,60,4410,917.62,740.3386309553542,917.62,0.0005943298339843,100,548101.2884848482,DoS/DDoS
32.0,6,180.8,138.3318272065856,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,761,66,156,76.1,28.286038959175603,76.1,0.0072396993637084,10,800.1,Benign
20.0,6,64.0,25954.85148514852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.071950912475586e-05,100,0.0,DoS/DDoS
26.4,6,72.7,150.17307678536903,0.2,0.0,0.0,0.3,0.8,0.0,0.0,8,0,2,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3069,60,1213,306.9,467.3412861900581,306.9,0.0067012786865234,10,218407.8777777778,Reconnaissance
26.0,6,102.3,143.17620593486194,0.1,0.0,0.0,0.4,0.9,0.0,0.0,9,0,1,0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1324,60,441,132.4,133.5375103357355,132.4,0.0079309940338134,10,17832.26666666667,Benign
8.24,17,65.73,4927.576686756189,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,54912,66,554,549.12,48.8,549.12,0.0002029490470886,100,2381.4400000000005,DoS/DDoS
15.2,17,78.9,2586.6814677767497,0.0,0.0,0.0,0.3,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,10806,97,1500,1080.6,504.9222602429892,1080.6,0.0003868103027343,10,254946.48888888888,Spoofing
20.0,6,64.0,33479.438058748405,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.106117248535156e-05,100,0.0,DoS/DDoS
0.0,47,64.0,7636.559609642415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.0001320195198059,100,0.0,DoS/DDoS
28.4,6,104.2,1575.029665790462,0.0,0.0,0.0,0.8,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3893,66,1466,389.3,503.84191744809976,389.3,0.0006349086761474,10,253856.6777777777,Spoofing
39.2,6,99.4,13387.50079795723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6316,78,1462,631.6,714.6945268201421,631.6,7.479190826416015e-05,10,510788.2666666667,Benign
16.0,17,64.0,135.92494531313295,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,2204,60,1514,220.4,455.4907487778672,220.4,0.0073741912841796,10,207471.8222222221,Benign
19.8,6,63.36,24153.78059314713,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.140138626098633e-05,100,0.0,DoS/DDoS
0.24,1,62.52,1705.3482415125025,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.97,0.0,0.98,0.98,90590,60,1514,905.9,589.4003372714998,905.9,0.0005864000320434,100,347392.7575757576,DoS/DDoS
22.8,6,124.7,53.72959345760871,0.1,0.0,0.0,0.3,0.9,0.0,0.0,9,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,757,60,123,75.7,25.27647127270735,75.7,0.0204913139343261,10,638.9,Benign
0.0,47,64.0,5786.364263443976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.0001737904548645,100,0.0,DoS/DDoS
20.0,6,64.0,48782.32147010933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0508766174316405e-05,100,0.0,DoS/DDoS
32.0,6,63.6,216.75429575463167,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13714,77,2962,1371.4,818.0800286850506,1371.4,0.0046394109725952,10,669254.9333333332,Benign
20.0,6,64.0,62147.044006519485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.6100406646728516e-05,100,0.0,DoS/DDoS
29.2,6,93.4,594.5235226580107,0.0,0.1,0.3,0.4,0.7,0.1,0.0,7,1,0,3,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3337,54,1500,333.7,544.9140706977977,333.7,0.0017070055007934,10,296931.3444444444,Spoofing
32.0,6,57.0,4275.539245667686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15000,1500,1500,1500.0,0.0,1500.0,0.0002341032028198,10,0.0,Spoofing
10.04,6,63.77,5004.001479378184,0.0,0.01,0.0,0.0,0.5,0.0,0.0,50,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,92946,60,1514,929.46,576.6974491696557,929.46,0.0001998496055603,100,332579.9478787876,DoS/DDoS
8.0,17,64.0,19113.67116296026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.233049392700196e-05,100,0.0,DoS/DDoS
20.0,6,64.0,5414.520293297532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.0001847600936889,100,0.0,DoS/DDoS
32.0,6,64.0,1237.6594175101066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29620,1514,4410,2962.0,1365.1874922108277,2962.0,0.0008186817169189,10,1863736.888888889,Benign
32.0,6,214.3,1800.8260701558545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2108,66,1514,210.8,457.8978051923813,210.8,0.000555419921875,10,209670.4,Benign
0.0,1,64.0,58036.58502836585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.754045486450195e-05,100,0.0,DoS/DDoS
20.0,6,64.0,134778.4061696658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.419586181640625e-06,100,0.0,DoS/DDoS
0.6,1,67.4,1792.8206881812353,0.01,0.01,0.0,0.0,0.02,0.0,0.0,2,1,1,0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,1.0,1.0,92058,60,1514,920.58,586.0420431706552,920.58,0.0005620217323303,100,343445.27636363613,DoS/DDoS
20.0,6,64.0,13320.748245307588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.507085800170899e-05,100,0.0,DoS/DDoS
16.8,6,171.4,51.0349711443343,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1491,60,409,149.1,110.24966616225598,149.1,0.0209291934967041,10,12154.988888888887,Benign
11.6,17,79.7,53.0343863997016,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.1,0.0,0.0,0.0,1.0,1.0,1160,60,348,116.0,99.23708984044222,116.0,0.0189079046249389,10,9848.0,Reconnaissance
20.0,6,64.0,43727.10592160133,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.296924591064453e-05,100,0.0,DoS/DDoS
8.24,17,63.58,9929.461897208874,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6036,60,90,60.36,3.053463011669924,60.36,0.0001007103919982,100,9.323636363636362,DoS/DDoS
10.4,17,70.4,34.35977003396406,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,1373,60,336,137.3,93.5331789022246,137.3,0.0293967008590698,10,8748.455555555553,Reconnaissance
30.84,6,64.58,2767.951112313652,0.16,0.02,0.23,0.15,0.76,0.0,0.0,76,2,16,23,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,56687,60,2954,566.87,834.5643350838444,566.87,0.0003696298599243,100,696497.6293939393,DoS/DDoS
29.68,6,67.38,1644.6316119672194,0.01,0.07,0.21,0.31,0.72,0.0,0.0,72,7,1,21,0.88,0.1,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,66906,60,2962,669.06,986.309014006823,669.06,0.0006123995780944,100,972805.4711111112,DoS/DDoS
16.0,6,88.6,53.66044127844347,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1676,60,345,167.6,110.16371655152363,167.6,0.019005799293518,10,12136.044444444446,Benign
32.0,6,99.4,14448.17085773338,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13224,66,2858,1322.4,1222.330669936195,1322.4,9.930133819580078e-05,10,1494092.2666666668,Benign
16.4,6,51.7,390.3966045217197,0.0,0.1,0.3,0.0,0.2,0.0,0.0,2,1,0,3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,536,46,66,53.6,7.876829593462363,53.6,0.0025746822357177,10,62.04444444444445,Spoofing
20.0,6,64.0,24361.410234070976,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.106044769287109e-05,100,0.0,DoS/DDoS
24.0,6,124.1,257.5863318409885,0.0,0.2,0.0,0.1,0.7,0.0,0.0,7,2,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1076,60,306,107.6,83.88775569506885,107.6,0.0041840076446533,10,7037.155555555556,Reconnaissance
30.4,6,75.2,321.44940642698936,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6748,66,5244,674.8,1619.207542801931,674.8,0.0031110048294067,10,2621833.0666666664,Benign
20.0,6,64.0,26924.53460007704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.7140846252441407e-05,100,0.0,DoS/DDoS
0.68,47,69.0,534.199402157785,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,1.0,1.0,56076,54,1292,560.76,123.012204371121,560.76,0.0018719601631164,100,15132.002424242442,DoS/DDoS
22.4,6,83.1,185.370493136397,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,6692,60,2962,669.2,998.6565197526348,669.2,0.006870698928833,10,997314.8444444446,Reconnaissance
32.0,6,147.5,2699.732234809475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,2962,1369.2,1439.9330848650186,1369.2,0.0005764007568359,10,2073407.288888889,Benign
19.6,6,63.36,14664.885843152337,0.0,0.0,0.0,0.98,0.98,0.0,0.0,98,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.01,0.0,0.99,0.99,6038,60,98,60.38,3.799999999999988,60.38,6.819963455200196e-05,100,14.439999999999907,DoS/DDoS
8.08,17,69.73,21537.96857348259,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.96,0.0,0.0,0.03,0.0,1.0,1.0,6044,60,74,60.44,2.19420724967936,60.44,4.810094833374024e-05,100,4.81454545454546,DoS/DDoS
28.8,6,140.7,82.29708782821287,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,1.0,1.0,5764,60,2962,576.4,1069.8518277468768,576.4,0.0122869968414306,10,1144582.933333333,Benign
19.88,6,64.0,23979.783888857128,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.1701793670654296e-05,100,0.0,DoS/DDoS
32.0,6,75.8,20490.00488519785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11866,66,1500,1186.6,590.7268968539241,1186.6,5.400180816650391e-05,10,348958.2666666668,Spoofing
20.0,6,64.0,24868.397960393693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.021167755126953e-05,100,0.0,DoS/DDoS
20.0,6,64.0,36076.931016686736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.992868423461914e-05,100,0.0,DoS/DDoS
